"Test","Batch","Maquina","Usuario","Descripcion","Accion","Elemento","Valor","Tiempo (ms)","Tiempo (s)","Tiempo (min)","Estado","Error Type","Error Message","Origen Error","Archivo Origen"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","1241","1,24","0,021","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters 'Wg2@Q6bF4!' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Wg2@Q6bF4!","561","0,56","0,009","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","816","0,82","0,014","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","And navega a agent","Ejecuta","And navega a agent","N/A","18469","18,47","0,308","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Navega a la pagina de agent","Otra","N/A","N/A","18441","18,44","0,307","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","4439","4,44","0,074","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| TOLIMA | IBAGUE | NO | NO | AUTOS | CONDUCTOR FAMILIAR |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| TOLIMA | IBAGUE | NO | NO | AUTOS | CONDUCTOR FAMILIAR |","N/A","103793","103,79","1,73","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","103498","103,50","1,725","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","1868","1,87","0,031","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","3442","3,44","0,057","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","3984","3,98","0,066","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","69510","69,51","1,158","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters 'Calle 47 # 17-80' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Calle 47 # 17-80","833","0,83","0,014","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters 'Avenida Carrera 81 # 31-16' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Avenida Carrera 81 # 31-16","1153","1,15","0,019","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters 'Barrio Ciudad Salitre, Apt. 30' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio Ciudad Salitre, Apt. 30","1405","1,40","0,023","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters 'Barrio NormandÃ­a, Torre C' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio NormandÃ­a, Torre C","1003","1,00","0,017","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters 'Toyota' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Toyota","1152","1,15","0,019","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","1210","1,21","0,02","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters 'OBS-329268263251280' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-329268263251280","808","0,81","0,013","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","978","0,98","0,016","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","85487","85,49","1,425","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Gestionar proveedor: abrir tab, crear, seleccionar nombre/respuesta y guardar","Otra","N/A","N/A","85458","85,46","1,424","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","423","0,42","0,007","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara enters '60' into Tiempo Monitoreo Sitio (Minutos)","Escribe","Tiempo Monitoreo Sitio (Minutos)","60","600","0,60","0,01","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara clicks on Guardar Proveedor","Click/Selecciona","Guardar Proveedor","N/A","369","0,37","0,006","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara click guardar en iframe","Click/Selecciona","guardar en iframe","N/A","10627","10,63","0,177","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","And transicionamos los estados del caso","Ejecuta","And transicionamos los estados del caso","N/A","85780","85,78","1,43","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Transicionar caso adaptativo: detecta ruta y ejecuta secuencia correcta","Otra","N/A","N/A","85743","85,74","1,429","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara click estado programado","Click/Selecciona","estado programado","N/A","20366","20,37","0,339","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","6553","6,55","0,109","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","21605","21,60","0,36","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","4512","4,51","0,075","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","924","0,92","0,015","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","PORTFLEX05M","yessica.pabon","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","885","0,88","0,015","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","156","0,16","0,003","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","54805","54,80","0,913","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Abre la pagina de casos","Otra","N/A","N/A","51872","51,87","0,865","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","50594","50,59","0,843","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","28940","28,94","0,482","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","28841","28,84","0,481","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","1834","1,83","0,031","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'pruebas39' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas39","2522","2,52","0,042","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","2291","2,29","0,038","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'Px6!K0mL9@' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Px6!K0mL9@","1597","1,60","0,027","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","1621","1,62","0,027","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","And navega a agent","Ejecuta","And navega a agent","N/A","25185","25,18","0,42","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Navega a la pagina de agent","Otra","N/A","N/A","25138","25,14","0,419","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","3583","3,58","0,06","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| ANTIOQUIA | MEDELLIN | NO | NO | AUTOS | PASO DE GASOLINA |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| ANTIOQUIA | MEDELLIN | NO | NO | AUTOS | PASO DE GASOLINA |","N/A","202074","202,07","3,368","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","201671","201,67","3,361","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","1775","1,78","0,03","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","2733","2,73","0,046","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","5682","5,68","0,095","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","173055","173,06","2,884","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'Avenida Calle 53 # 57-46' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Avenida Calle 53 # 57-46","1262","1,26","0,021","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'Avenida Carrera 99 # 77-86' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Avenida Carrera 99 # 77-86","959","0,96","0,016","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'Barrio La Castellana, Apt. 52' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio La Castellana, Apt. 52","1034","1,03","0,017","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'Barrio BelÃ©n, Torre E' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio BelÃ©n, Torre E","897","0,90","0,015","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'Peugeot' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Peugeot","891","0,89","0,015","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","918","0,92","0,015","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara enters 'OBS-586385750051667' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-586385750051667","663","0,66","0,011","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","936","0,94","0,016","SUCCESS","","","","step_details_20260619_140019.xlsx"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","PORTFLEX05M","yessica.pabon","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","117123","117,12","1,952","SUCCESS","","","","step_details_20260619_140019.xlsx"
